"","name","label"
"1","hhidpn","hhid + pn (numeric)"
"2","birthyf","hrs14: birthyf-flag birth yr discrepancy"
"3","birthyd","hrs14: birthyd-max birth yr discrepancy"
"4","ocsr01","ocsr01:whether csr 2014 (0=no/1=yes)"
"5","on_inhh","on_inhh: # r's responding in hhold"
"6","oanyfinr","oanyfinr: any finresp in hhold (>0=yes)"
"7","ofin_rhp","ofin_rhp: hhidpn of financial resp"
"8","ofinr01","ofinr01:whether finr 2014 (0=no/1=yes)"
"9","onofinr","onofinr: flags hhs w/no fin data(0=some)"
"10","oanyfamr","oanyfamr: any famresp in hhold"
"11","ofam_rhp","ofam_rhp: hhidpn of family resp"
"12","ofamr01","ofamr01:whether famr 2014 (0=no/1=yes)"
"13","onofamr","onofamr: flags hhs w/no fam data(0=some)"
"14","ovhhidc","hrs-ahead overlap: old hrs hhid (char6)"
"15","ovpnc","hrs-ahead overlap: old hrs pn (char3)"
"16","ovresult","overlap case: result code"
"17","cams01","2001 cams sample status"
"18","cams03","2003 cams sample status"
"19","cams05","2005 cams sample status"
"20","diab03","2003 diabetes sample status"
"21","disab04","sample indicator for disability qnaire"
"22","intrnt03","2003 internet survey sample status"
"23","mail99","1999 mailout pilot survey status"
"24","pds05","2005 pds sample status"
"25","phymsr04","sample indicator for physical measures"
"26","psysoc04","sample indicator for psycsocial qnaire 2004"
"27","omarst","omarst: 2014 marital status /from trk2014"
"28","onurshm","2014 nursing home status"
"29","oppn","2014 spouse-partner person number"
"30","oproxy","2014 proxy type status"
"31","ovhhpnc","hrs-ahead overlap:old hrs hhidpn (char9)"
"32","ovhhid","hrs-ahead overlap: old hrs hhid (num)"
"33","ovhhidpn","hrs-ahead overlap: old hrs hhidpn (num)"
"34","ovpn","hrs-ahead overlap: old hrs pn (num)"
"35","oppnt",NA
"36","opnhm","hrs 14: =1 if sp/p in nursing home"
"37","omarstd","omarstd: derived marital status w/o partners"
"38","omarstf","hrs 14: omarst flag (discrepancies)"
"39","omarsta","hrs 14: alt. omarst (derived marst)"
"40","omarstp","hrs 14: marital status (w/ partnered)"
"41","opartnr","hrs 14: =1 if r is partnered"
"42","o_cpl","hrs 14: =1 if r is partnered/married"
"43","onhm","hrs 14: =1 if r in nursing home"
"44","ohasnewp","hrs 14: =1 if has new spouse/partner"
"45","ophhidpn","hrs 14: hhidpn of spouse/partner"
"46","ocsrf","2014 whether coversheet respondent"
"47","oanycsr","oanycsr: any covsheetresp in hhold"
"48","ocs_rhp","ocs_rhp: hhidpn of covsheet resp"
"49","onocsr","onocsr: flags hhs w/no cs data(0=some)"
"50","oxmod_eh","oxmod_eh: no data in module e_h (fam)"
"51","oxmod_hh","oxmod_hh: no data in module h_h (fin)"
"52","oxmod_qh","oxmod_qh: no data in module q_h (fin)"
"53","oxmod_rh","oxmod_rh: no data in module r_h (fin)"
"54","oxmod_ah","oxmod_ah: no data in module a_h (cs)"
"55","o_hhtyp","hrs14: household type (1r or 2r)    label"
"56","or_inhh","hrs14: # potential r in hhold"
"57","oproxyd","hrs14: proxy flag (derived)"
"58","oproxyr","hrs14 proxy: relationship to r"
"59","oprviw","hrs14: previous interview (a-h)"
"60","oprviwmo","month of previous interview"
"61","oprviwyr","year of previous interview"
"62","v_birthyr","hrs14: prev value birthyr if changed"
"63","v_gender","hrs14: prev value gender if changed"
"64","hispan01","hrs14: whether hispanic (0=no,1=yes)"
"65","gend_r","hrs14: gend_r-best guess r gender"
"66","ogenflag","hrs14: ogenflag-flag gender discrepancy"
"67","eligible","eligible: cohort eligibility"
"68","hispanf",NA
"69","opn_sp","2014 spouse/partner person number"
"70","oa500","date of interview - month"
"71","oa501","date of interview - year"
"72","oa061","last calendar yr calculated"
"73","oa062","two years ago"
"74","oa063","elapsed months from now to two yrs ago"
"75","oa064","num mo from prev wave iw to two yrs ago"
"76","oa002","respondent agree to interview"
"77","oa009","proxy/self interview"
"78","oa215","proxy approval"
"79","oa010","current - wave proxy"
"80","oa103","proxy relationship to r"
"81","oa011","proxy iw cognitive impairment rating"
"82","oa012","select language"
"83","oa019","r current age calculation"
"84","oa028","r in nursing home"
"85","oa065","month moved to nh"
"86","oa066","year moved to nurs home"
"87","oa068m","region facility located - masked"
"88","oa099","number of resident children"
"89","oa100","count of nonresident kids"
"90","oa101","count of kids - not their spouses"
"91","oa106","count of contact kids"
"92","oa113","count of child childlaw and grandchild"
"93","ovdate","2014 data model version"
"94","oversion","2014 data release version"
"95","ob084","iw mode"
"96","ob000","life satisfaction"
"97","ob132","what per cent take risks"
"98","ob001","intro-demographics"
"99","ob002","born in us"
"100","ob003m","state born - masked"
"101","ob006","arrive in us-year"
"102","ob007","arrive in us-years ago"
"103","ob008","arrive in us-at age"
"104","ob085","us citizenship"
"105","ob086","born us citizen"
"106","ob087","year became us citizen"
"107","ob014","r highest level of education"
"108","ob015","r earn high school diploma/ged"
"109","ob016","r college degree"
"110","ob017m","r highest degree - masked"
"111","ob098","b098 intro"
"112","ob019","rate health as child"
"113","ob099","childhood - missed school"
"114","ob100","measles before age 16"
"115","ob101","mumps before age 16"
"116","ob102","chicken pox before age 16"
"117","ob103","difficulty seeing before age 16"
"118","ob104","parents/guardians smoke"
"119","ob105","asthma before age 16"
"120","ob106","diabetes before age 16"
"121","ob107","respiratory disorder before age 16"
"122","ob108","speech impairment before age 16"
"123","ob109","allergic condition before age 16"
"124","ob110","heart trouble before age 16"
"125","ob111","ear problems before age 16"
"126","ob112","epilepsy or seizures before age 16"
"127","ob113","headaches or migraines before age 16"
"128","ob114","stomach problems before age 16"
"129","ob115","high bp before age 16"
"130","ob116","depression before age 16"
"131","ob117","drugs/alcohol problems before age 16"
"132","ob118","other  psych problems before age 16"
"133","ob119","childhood- concussion or severe head injury"
"134","ob120","childhood- disability"
"135","ob121m1m","cause of disability -1 masked"
"136","ob122","childhood-smoking"
"137","ob123","childhood-learning problems"
"138","ob124","childhood-any other conditions"
"139","ob125m1m","childhood conditions - 1 masked"
"140","ob126","childhood health follow-ups intro"
"141","ob127_1","age first diagnosed-asthma"
"142","ob128_1","age first diagnosed-dk-asthma"
"143","ob129_1","age stop having -asthma"
"144","ob127_2","age first diagnosed -diabetes"
"145","ob128_2","age first diagnosed-dk-diabetes"
"146","ob129_2","age stop having -diabetes"
"147","ob127_3","age first diagnosed -resp disorder"
"148","ob128_3","age first diagnosed-dk-resp disorder"
"149","ob129_3","age stop having -resp disorder"
"150","ob127_4","age first diagnosed -speech imp"
"151","ob128_4","age first diagnosed-dk-speech imp"
"152","ob129_4","age stop having -speech imp"
"153","ob127_5","age first diagnosed-allergic condition"
"154","ob128_5","age first diagnosed-dk-allergic cond"
"155","ob129_5","age stop having -allergic condition"
"156","ob127_6","age first diagnosed -heart trouble"
"157","ob128_6","age first diagnosed-dk-heart trouble"
"158","ob129_6","age stop having-heart trouble"
"159","ob127_7","age first diagnosed -ear problems"
"160","ob128_7","age first diagnosed-dk-ear problems"
"161","ob129_7","age stop having-ear problems"
"162","ob127_8","age first diagnosed -epilepsy"
"163","ob128_8","age first diagnosed-dk-epilepsy"
"164","ob129_8","age stop having-epilepsy"
"165","ob127_9","age first diagnosed -migraines"
"166","ob128_9","age first diagnosed-dk-migraines"
"167","ob129_9","age stop having-migraines"
"168","ob127_10","age first diagnosed -stomach probs"
"169","ob128_10","age first diagnosed-dk-stomach probs"
"170","ob129_10","age stop having -stomach probs"
"171","ob127_11","age first diagnosed -high bp"
"172","ob128_11","age first diagnosed-dk-high bp"
"173","ob129_11","age stop having -high bp"
