"","name","label"
"1","hhidpn","hhidpn: hhold id + person number /num"
"2","s1hhidpn","s1hhidpn:w1 spouse hhidpn"
"3","r1mstat","r1mstat:w1 r marital status"
"4","r1mpart","r1mpart:w1 r partnered"
"5","s1bmonth","s1bmonth: s birth month"
"6","s1byear","s1byear: s birth year"
"7","s1bdate","s1bdate: s birth date"
"8","s1bflag","s1bflag: s flag birthdate missings"
"9","s1cohbyr","s1cohbyr: cohort based on birth yr"
"10","s1hrsamp","s1hrsamp: hrs sample-age elig/hrs92 resp"
"11","s1ahdsmp","s1ahdsmp: ahead sample-age elig/ahd93 resp"
"12","s1dmonth","s1dmonth: s death month"
"13","s1dyear","s1dyear: s death year"
"14","s1ddate","s1ddate: s death date"
"15","s1imonth","s1imonth: s exit interview death month"
"16","s1iyear","s1iyear: s exit interview death year"
"17","s1idate","s1idate: s exit interview death date"
"18","s1idatef","s1idatef: s exit interview flag death date and interview discrepancy"
"19","s1nscore","s1nscore: s ndi match score"
"20","s1nmonth","s1nmonth: s ndi death month"
"21","s1nyear","s1nyear: s ndi death year"
"22","s1ndate","s1ndate: s ndi death date"
"23","s1ndatef","s1ndatef: s ndi flag death date and interview discrepancy"
"24","s1racem","s1racem: s race - masked"
"25","s1hispan","s1hispan: s hispanic"
"26","s1gender","s1gender: s gender"
"27","s1educ","s1educ: s education (categ)"
"28","s1edyrs","s1edyrs: s years of education"
"29","s1edegrm","s1edegrm: s highest degree - masked"
"30","s1relig","s1relig: s religion"
"31","s1vetrn","s1vetrn: s veteran status"
"32","s1meduc","s1meduc: s mothers years education"
"33","s1feduc","s1feduc: s fathers years education"
"34","s1bplace","s1bplace: s place of birth (cens region)"
"35","s1bplacf","s1bplacf: flag diff rabplace/usborn(trk)"
"36","s1iwbeg","s1iwbeg:w1 interview begin date"
"37","s1iwbegf","s1iwbegf:w1 interview beg date flag"
"38","s1iwend","s1iwend:w1 interview end date"
"39","s1iwendf","s1iwendf:w1 interview end date flag"
"40","s1iwmid","s1iwmid:w1 interview midpoint date"
"41","s1iwmidf","s1iwmidf:w1 interview midpt date flag"
"42","s1iwstat","s1iwstat:w1 s interview status"
"43","s1iwendm","s1iwendm:w1 interview end month"
"44","s1iwendy","s1iwendy:w1 interview end year"
"45","s1proxy","s1proxy:w1 whether proxy interview"
"46","s1mstat","s1mstat:w1 s marital status"
"47","s1mstath","s1mstath:w1 s marstat-w/o part,filled"
"48","s1mstatf","s1mstatf:w1 s mstath-flag diff w/marhist"
"49","s1mrct","s1mrct:w1 s # marriages"
"50","s1mlen","s1mlen:w1 s length of longest marriage"
"51","s1mlenm","s1mlenm:w1 s # marriage lengths missng"
"52","s1mcurln","s1mcurln:w1 s length of current marriage"
"53","s1mdiv","s1mdiv:w1 s # times divorced"
"54","s1mwid","s1mwid:w1 s # times widowed"
"55","s1mend","s1mend:w1 s # times unknown end marriage"
"56","s1mnev","s1mnev:w1 s never married"
"57","s1mpart","s1mpart:w1 s partnered"
"58","s1oahdid","s1oahdid: overlap/altid case-ahead core hhidpn"
"59","s1ohrsid","s1ohrsid: overlap/altid case-hrs core hhidpn/num"
"60","s1wtresp","s1wtresp:w1 person-level analysis weight"
"61","s1wtcrnh","s1wtcrnh:w1 combined respondent weight and nurshm resident weight"
"62","s1cendiv","s1cendiv:w1 census division"
"63","s1cenreg","s1cenreg:w1 census region"
"64","s1finr","s1finr:w1 whether financial resp"
"65","s1famr","s1famr:w1 whether family resp"
"66","s2hhidpn","s2hhidpn:w2 spouse hhidpn"
"67","r2mstat","r2mstat:w2 r marital status"
"68","r2mpart","r2mpart:w2 r partnered"
"69","s2bmonth","s2bmonth: s birth month"
"70","s2byear","s2byear: s birth year"
"71","s2bdate","s2bdate: s birth date"
"72","s2bflag","s2bflag: s flag birthdate missings"
"73","s2cohbyr","s2cohbyr: cohort based on birth yr"
"74","s2hrsamp","s2hrsamp: hrs sample-age elig/hrs92 resp"
"75","s2ahdsmp","s2ahdsmp: ahead sample-age elig/ahd93 resp"
"76","s2dmonth","s2dmonth: s death month"
"77","s2dyear","s2dyear: s death year"
"78","s2ddate","s2ddate: s death date"
"79","s2imonth","s2imonth: s exit interview death month"
"80","s2iyear","s2iyear: s exit interview death year"
"81","s2idate","s2idate: s exit interview death date"
"82","s2idatef","s2idatef: s exit interview flag death date and interview discrepancy"
"83","s2nscore","s2nscore: s ndi match score"
"84","s2nmonth","s2nmonth: s ndi death month"
"85","s2nyear","s2nyear: s ndi death year"
"86","s2ndate","s2ndate: s ndi death date"
"87","s2ndatef","s2ndatef: s ndi flag death date and interview discrepancy"
"88","s2racem","s2racem: s race - masked"
"89","s2hispan","s2hispan: s hispanic"
"90","s2gender","s2gender: s gender"
"91","s2educ","s2educ: s education (categ)"
"92","s2edyrs","s2edyrs: s years of education"
"93","s2edegrm","s2edegrm: s highest degree - masked"
"94","s2relig","s2relig: s religion"
"95","s2vetrn","s2vetrn: s veteran status"
"96","s2meduc","s2meduc: s mothers years education"
"97","s2feduc","s2feduc: s fathers years education"
"98","s2bplace","s2bplace: s place of birth (cens region)"
"99","s2bplacf","s2bplacf: flag diff rabplace/usborn(trk)"
"100","s2iwbeg","s2iwbeg:w2 interview begin date"
"101","s2iwbegf","s2iwbegf:w2 interview beg date flag"
"102","s2iwend","s2iwend:w2 interview end date"
"103","s2iwendf","s2iwendf:w2 interview end date flag"
"104","s2iwmid","s2iwmid:w2 interview midpoint date"
"105","s2iwmidf","s2iwmidf:w2 interview midpt date flag"
"106","s2iwstat","s2iwstat:w2 s interview status"
"107","s2iwendm","s2iwendm:w2 interview end month"
"108","s2iwendy","s2iwendy:w2 interview end year"
"109","s2proxy","s2proxy:w2 whether proxy interview"
"110","s2mstat","s2mstat:w2 s marital status"
"111","s2mstath","s2mstath:w2 s marstat-w/o part,filled"
"112","s2mstatf","s2mstatf:w2 s mstath-flag diff w/marhist"
"113","s2mrct","s2mrct:w2 s # marriages"
"114","s2mlen","s2mlen:w2 s length of longest marriage"
"115","s2mlenm","s2mlenm:w2 s # marriage lengths missng"
"116","s2mcurln","s2mcurln:w2 s length of current marriage"
"117","s2mdiv","s2mdiv:w2 s # times divorced"
"118","s2mwid","s2mwid:w2 s # times widowed"
"119","s2mend","s2mend:w2 s # times unknown end marriage"
"120","s2mnev","s2mnev:w2 s never married"
"121","s2mpart","s2mpart:w2 s partnered"
"122","s2oahdid","s2oahdid: overlap/altid case-ahead core hhidpn"
"123","s2ohrsid","s2ohrsid: overlap/altid case-hrs core hhidpn/num"
"124","s2wtresp","s2wtresp:w2 person-level analysis weight"
"125","s2wtcrnh","s2wtcrnh:w2 combined respondent weight and nurshm resident weight"
"126","s2cendiv","s2cendiv:w2 census division"
"127","s2cenreg","s2cenreg:w2 census region"
"128","s2finr","s2finr:w2 whether financial resp"
"129","s2famr","s2famr:w2 whether family resp"
"130","s3hhidpn","s3hhidpn:w3 spouse hhidpn"
"131","r3mstat","r3mstat:w3 r marital status"
"132","r3mpart","r3mpart:w3 r partnered"
"133","s3bmonth","s3bmonth: s birth month"
"134","s3byear","s3byear: s birth year"
"135","s3bdate","s3bdate: s birth date"
"136","s3bflag","s3bflag: s flag birthdate missings"
"137","s3cohbyr","s3cohbyr: cohort based on birth yr"
"138","s3hrsamp","s3hrsamp: hrs sample-age elig/hrs92 resp"
"139","s3ahdsmp","s3ahdsmp: ahead sample-age elig/ahd93 resp"
"140","s3dmonth","s3dmonth: s death month"
"141","s3dyear","s3dyear: s death year"
"142","s3ddate","s3ddate: s death date"
"143","s3imonth","s3imonth: s exit interview death month"
"144","s3iyear","s3iyear: s exit interview death year"
"145","s3idate","s3idate: s exit interview death date"
