"","name","label"
"1","HHIDPN","HHID + PN (numeric)"
"2","BIRTHYF","HRS10: BIRTHYF-flag birth yr discrepancy"
"3","BIRTHYD","HRS10: BIRTHYD-max birth yr discrepancy"
"4","MCSR01","MCSR01:WHETHER CSR 2010(0=NO/1=YES)"
"5","MN.INHH","MN_INHH: # R's responding in hhold"
"6","MANYFINR","MANYFINR: Any FinResp in HHold (>0=yes)"
"7","MFIN.RHP","MFIN_RHP: HHIDPN of Financial Resp"
"8","MFINR01","MFINR01:WHETHER FINR 2010(0=NO/1=YES)"
"9","MNOFINR","MNOFINR: Flags HHs w/no fin data(0=some)"
"10","MANYFAMR","MANYFAMR: Any FamResp in HHold"
"11","MFAM.RHP","MFAM_RHP: HHIDPN of Family Resp"
"12","MFAMR01","MFAMR01:WHETHER FAMR 2010(0=NO/1=YES)"
"13","MNOFAMR","MNOFAMR: Flags HHs w/no fam data(0=some)"
"14","OVHHIDC","HRS-AHEAD Overlap: Old HRS HHID (Char6)"
"15","OVPNC","HRS-AHEAD Overlap: Old HRS PN (Char3)"
"16","OVRESULT","OVERLAP CASE: RESULT CODE"
"17","CAMS01","2001 CAMS SAMPLE STATUS"
"18","CAMS03","2003 CAMS SAMPLE STATUS"
"19","CAMS05","2005 CAMS SAMPLE STATUS"
"20","DIAB03","2003 DIABETES SAMPLE STATUS"
"21","DISAB04","SAMPLE INDICATOR FOR DISABILITY QNAIRE"
"22","INTRNT03","2003 INTERNET SURVEY SAMPLE STATUS"
"23","MAIL99","1999 MAILOUT PILOT SURVEY STATUS"
"24","PDS05","2005 PDS SAMPLE STATUS"
"25","PHYMSR04","SAMPLE INDICATOR FOR PHYSICAL MEASURES"
"26","PSYSOC04","SAMPLE INDICATOR FOR PSYCSOCIAL QNAIRE 2004"
"27","MMARST","MMARST: 2010 Marital Status /from trk2010"
"28","MNURSHM","2010 NURSING HOME STATUS"
"29","MPPN","2010 SPOUSE-PARTNER PERSON NUMBER"
"30","MPROXY","2010 PROXY TYPE STATUS"
"31","OVHHPNC","HRS-AHEAD Overlap:Old HRS HHIDPN (Char9)"
"32","OVHHID","HRS-AHEAD Overlap: Old HRS HHID (Num)"
"33","OVHHIDPN","HRS-AHEAD Overlap: Old HRS HHIDPN (Num)"
"34","OVPN","HRS-AHEAD Overlap: Old HRS PN (Num)"
"35","MPPNT",NA
"36","MPNHM","HRS 10: =1 if Sp/P in nursing home"
"37","MMARSTD","MMARSTD: derived marital status w/o partners"
"38","MMARSTF","HRS 10: MMARST Flag (discrepancies)"
"39","MMARSTA","HRS 10: Alt. MMARST (derived MARST)"
"40","MMARSTP","HRS 10: Marital Status (w/ partnered)"
"41","MPARTNR","HRS 10: =1 if R is partnered"
"42","M.CPL","HRS 10: =1 if R is partnered/married"
"43","MNHM","HRS 10: =1 if R in nursing home"
"44","MHASNEWP","HRS 10: =1 if has new spouse/partner"
"45","MPHHIDPN","HRS 10: HHIDPN of spouse/partner"
"46","MCSRF","2010 WHETHER COVERSHEET RESPONDENT"
"47","MANYCSR","MANYCSR: Any CovSheetResp in HHold"
"48","MCS.RHP","MCS_RHP: HHIDPN of CovSheet Resp"
"49","MNOCSR","MNOCSR: Flags HHs w/no cs data(0=some)"
"50","MXMOD.EH","MXMOD_EH: No data in Module E_H (fam)"
"51","MXMOD.HH","MXMOD_HH: No data in Module H_H (fin)"
"52","MXMOD.QH","MXMOD_QH: No data in Module Q_H (fin)"
"53","MXMOD.RH","MXMOD_RH: No data in Module R_H (fin)"
"54","MXMOD.AH","MXMOD_AH: No data in Module A_H (cs)"
"55","M.HHTYP","HRS10: Household type (1R or 2R)    label"
"56","MR.INHH","HRS10: # potential R in hhold"
"57","MPROXYD","HRS10: Proxy flag (derived)"
"58","MPROXYR","HRS10 Proxy: Relationship to R"
"59","MPRVIW","HRS10: Previous Interview (A-H)"
"60","MPRVIWMO","Month of Previous Interview"
"61","MPRVIWYR","Year of Previous Interview"
"62","v.BIRTHYR","HRS10: prev value BIRTHYR if changed"
"63","v.GENDER","HRS10: prev value GENDER if changed"
"64","HISPAN01","HRS10: Whether Hispanic (0=no,1=yes)"
