"","name","label"
"1","lpn_sp","2008 spouse/partner person number"
"2","la500","date of interview - month"
"3","la501","date of interview - year"
"4","la061","last calendar yr calculated"
"5","la062","two years ago"
"6","la063","elapsed months from now to two yrs ago"
"7","la064","num mo from prev wave iw to two yrs ago"
"8","la002","respondent agree to interview"
"9","la009","proxy/self interview"
"10","la010","current - wave proxy"
"11","la103","proxy relationship to r"
"12","la011","proxy iw cognitive impairment rating"
"13","la012","select language"
"14","la019","r current age calculation"
"15","la028","r in nursing home"
"16","la065","month moved to nh"
"17","la066","year moved to nurs home"
"18","la068m","region facility located - masked"
"19","la099","number of resident children"
"20","la100","count of nonresident kids"
"21","la101","count of kids - not their spouses"
"22","la106","count of contact kids"
"23","la113","count of child childlaw and grandchild"
"24","la116","count of parents"
"25","la117","count of household members"
"26","lvdate","2008 data model version"
"27","lversion","2008 data release version"
"28","hhidpn","household id plus pn (numeric)"
"29","lb084","iw mode"
"30","lb000","life satisfation"
"31","lb001","intro-demographics"
"32","lb002","born in us"
"33","lb003m","state born - masked"
"34","lb006","arrive in us-year"
"35","lb007","arrive in us-years ago"
"36","lb008","arrive in us-at age"
"37","lb009","ever leave us"
"38","lb010","returned to us-year"
"39","lb011","returned to us-years ago"
"40","lb012","returned to us-at age"
"41","lb013","number years outside of us"
"42","lb085","us citizenship"
"43","lb086","born us citizen"
"44","lb087","year became us citizen"
"45","lb014","r highest level of education"
"46","lb015","r earn high school diploma/ged"
"47","lb016","r college degree"
"48","lb017m","r highest degree - masked"
"49","lb098","b098 intro"
"50","lb019","rate health as child"
"51","lb020","rate family financial situation - ses"
"52","lb099","childhood - missed school"
"53","lb100","measles before age 16"
"54","lb101","mumps before age 16"
"55","lb102","chicken pox before age 16"
"56","lb103","difficulty seeing before age 16"
"57","lb104","parents/guardians smoke"
"58","lb105","asthma before age 16"
"59","lb106","diabetes before age 16"
"60","lb107","respiratory disorder before age 16"
"61","lb108","speech impairment before age 16"
"62","lb109","allergic condition before age 16"
"63","lb110","heart trouble before age 16"
"64","lb111","ear problems before age 16"
"65","lb112","epilepsy or seizures before age 16"
"66","lb113","headaches or migraines before age 16"
"67","lb114","stomach problems before age 16"
"68","lb115","high bp before age 16"
"69","lb116","depression before age 16"
"70","lb117","drugs/alcohol problems before age 16"
"71","lb118","other psych problems before age 16"
"72","lb119","childhood- concussion or severe head injury"
"73","lb120","childhood- disability"
"74","lb121m1m","cause of disability -1 masked"
"75","lb121m2m","cause of disability -2 masked"
"76","lb121m3m","cause of disability -3 masked"
"77","lb122","childhood-smoking"
"78","lb123","childhood-learning problems"
"79","lb124","childhood-any other conditions"
"80","lb125m1m","childhood conditions - 1 masked"
"81","lb125m2m","childhood conditions - 2 masked"
"82","lb125m3m","childhood conditions - 3 masked"
"83","lb126","childhood health follow-ups intro"
"84","lbcondcnt","count yes responses: b105 - b118"
"85","lb127_1","age first diagnosed-asthma"
"86","lb128_1","age first diagnosed-dk-asthma"
"87","lb129_1","age stop having -asthma"
"88","lb127_2","age first diagnosed -diabetes"
"89","lb128_2","age first diagnosed-dk-diabetes"
"90","lb129_2","age stop having -diabetes"
"91","lb127_3","age first diagnosed -resp disorder"
"92","lb128_3","age first diagnosed-dk-resp disorder"
"93","lb129_3","age stop having -resp disorder"
"94","lb127_4","age first diagnosed -speech imp"
"95","lb128_4","age first diagnosed-dk-speech imp"
"96","lb129_4","age stop having -speech imp"
"97","lb127_5","age first diagnosed-allergic condition"
"98","lb128_5","age first diagnosed-dk-allergic cond"
"99","lb129_5","age stop having -allergic condition"
"100","lb127_6","age first diagnosed -heart trouble"
"101","lb128_6","age first diagnosed-dk-heart trouble"
"102","lb129_6","age stop having-heart trouble"
"103","lb127_7","age first diagnosed -ear problems"
"104","lb128_7","age first diagnosed-dk-ear problems"
"105","lb129_7","age stop having-ear problems"
"106","lb127_8","age first diagnosed -epilepsy"
"107","lb128_8","age first diagnosed-dk-epilepsy"
"108","lb129_8","age stop having-epilepsy"
"109","lb127_9","age first diagnosed -migraines"
"110","lb128_9","age first diagnosed-dk-migraines"
"111","lb129_9","age stop having-migraines"
"112","lb127_10","age first diagnosed -stomach probs"
"113","lb128_10","age first diagnosed-dk-stomach probs"
"114","lb129_10","age stop having -stomach probs"
"115","lb127_11","age first diagnosed -high bp"
"116","lb128_11","age first diagnosed-dk-high bp"
"117","lb129_11","age stop having -high bp"
"118","lb127_12","age first diagnosed -depression"
"119","lb128_12","age first diagnosed-dk-depression"
"120","lb129_12","age stop having -depression"
"121","lb127_13","age first diagnosed-drug probs"
"122","lb128_13","age first diagnosed-dk-drug probs"
"123","lb129_13","age stop having-drug probs"
"124","lb127_14","age first diagnosed -psych probs"
"125","lb128_14","age first diagnosed-dk-psych probs"
"126","lb129_14","age stop having -psych probs"
"127","lb021","move due to financial difficulty"
"128","lb022","family get financial help in childhood"
"129","lb023","father unemployed during childhood"
"130","lb024m","father usual occupation-masked"
"131","lb025","live with grandparents during childhood"
"132","lb078","live w/ mother 6 months or more as adult"
"133","lb079","did move help you- your mother- or both"
"134","lb080","sibs live w/ moth 6 mo or more as adult"
"135","lb081","move made to help mother-siblings-both"
"136","lb026","father education- highest grade"
"137","lb027","mother education- highest grade"
"138","lb088","mother work during childhood"
"139","lb028","r hispanic/latino"
"140","lb029m1m","type hispanic - masked -1"
"141","lb029m2m","type hispanic - masked -2"
"142","lb089m1m","r race - multiple response -1 masked"
"143","lb089m2m","r race - multiple response -2 masked"
"144","lb089m3m","r race - multiple response -3 masked"
"145","lb089m4m","r race - multiple response -4 masked"
"146","lb091m","r race - primary - masked"
"147","lb033","number children ever"
"148","lb034","number living children"
"149","lb035","r served in military"
"150","lb036","year military begin"
"151","lb037","year military end"
"152","lb038","military related disability"
"153","lb095","military service-confirm"
"154","lb096","military rank when left"
"155","lb097","ever fire weapon"
"156","lb039","year moved to main residence"
"157","lb040","month moved to main residence"
"158","lb041m1","reasons for move-1"
"159","lb041m2","reasons for move-2"
"160","lb044","live gen area before"
"161","lb045","number years living in area"
"162","lb046","since year living in main area"
"163","lb047m","st/country r lived during school-masked"
"164","lb049","lived rural area during school"
"165","lb050","r religious preference"
"166","lb052m","denomination- masked"
"167","lb082","how often attend religious serv"
"168","lb093","friends in congregation"
"169","lb094","relatives in congregation"
"170","lb053","importance of religion"
"171","lb054","english usually spoken in home"
"172","lb055","new marriage since previous wave"
"173","lb056","between wave marriage start-month"
"174","lb057","between wave marriage start-year"
"175","lb058","divorce/widow since previous wave"
"176","lb059","between wave divorce/widow-month"
"177","lb060","between wave divorce/widow-year"
"178","lb061","marital status if unmarried"
"179","lb065","number of marriages"
"180","lb066_1","first marriage year began"
"181","lb067_1","first marriage month began"
"182","lb068_1","first marriage end divorce/widow"
"183","lb070_1","first marriage-years marriage"
"184","lb066_2","second marriage year began"
"185","lb067_2","second marriage month began"
"186","lb068_2","second marriage end divorce/widow"
"187","lb070_2","second marriage-years marriage"
"188","lb066_3","third marriage year began"
"189","lb067_3","third marriage month began"
"190","lb068_3","third marriage end divorce/widow"
"191","lb070_3","third marriage-years marriage"
"192","lb066_4","marriage year began -4"
"193","lb067_4","marriage month began -4"
"194","lb068_4","marriage end divorce/widow -4"
"195","lb070_4","marriage-years married -4"
"196","lb063","marital status assigned"
"197","lb076","assist section b-demographics"
"198","lc231","offset 2002 interval 2"
"199","lc234","offset 1996 interval 2"
"200","lc235","offset 2006 interval 3"
"201","lc239","offset 2008 interval 2"
"202","lc248","offset 2010 interval 2"
"203","lc185","different reporter from prev iw"
"204","lc001","rate health"
"205","lc002","compare health to previous wave"
"206","lc005","high blood pressure"
"207","lc006","blood pressure medication"
"208","lc008","blood pressure under control"
"209","lc009","high blood pressure- worse/same"
"210","lc211","blood pressure checked since last iw"
"211","lc212","blood pressure checked-year"
"212","lc213","blood pressure check- bf/after last iw"
"213","lc010","diabetes"
"214","lc214","year diabetes first diagnosed"
"215","lc011","swallowed medication for diabetes"
"216","lc012","taking insulin - diabetes"
"217","lc236","doc recommend insulin - diabetes"
"218","lc015","diabetes under control"
"219","lc016","diabetes better/worse/same"
"220","lc017","kidney trouble due to diabetes"
"221","lc215","blood test for blood sugar"
"222","lc216","blood test for blood sugar- year"
"223","lc217","blood sugar test-bf/after last iw"
"224","lc018","cancer of any kind excluding skin"
"225","lc019","r seen doc concerning cancer"
"226","lc020","past cancer treated"
