year,old_name,new_name,reversed,note
2004,jlb504a,loneliness_1,1,NA
2004,jlb504b,loneliness_2,1,NA
2004,jlb504c,loneliness_3,1,NA
2004,jlb504d,loneliness_4,NA,NA
2006,klb020a,loneliness_1,1,NA
2006,klb020b,loneliness_2,1,NA
2006,klb020c,loneliness_3,1,NA
2008,llb020a,loneliness_1,1,NA
2008,llb020b,loneliness_2,1,NA
2008,llb020c,loneliness_3,1,NA
2008,llb020d,loneliness_4,NA,NA
2008,llb020e,loneliness_5,1,NA
2008,llb020f,loneliness_6,NA,NA
2008,llb020g,loneliness_7,NA,NA
2008,llb020h,loneliness_8,NA,NA
2008,llb020i,loneliness_9,NA,NA
2008,llb020j,loneliness_10,NA,NA
2008,llb020k,loneliness_11,NA,NA
2010,mlb020a,loneliness_1,1,NA
2010,mlb020b,loneliness_2,1,NA
2010,mlb020c,loneliness_3,1,NA
2010,mlb020d,loneliness_4,NA,NA
2010,mlb020e,loneliness_5,1,NA
2010,mlb020f,loneliness_6,NA,NA
2010,mlb020g,loneliness_7,NA,NA
2010,mlb020h,loneliness_8,NA,NA
2010,mlb020i,loneliness_9,NA,NA
2010,mlb020j,loneliness_10,NA,NA
2010,mlb020k,loneliness_11,NA,NA
2012,nlb020a,loneliness_1,1,LACK COMPANIONSHIP
2012,nlb020b,loneliness_2,1,FEEL LEFT OUT
2012,nlb020c,loneliness_3,1,FEEL ISOLATED FROM OTHERS
2012,nlb020d,loneliness_4,NA,IN TUNE WITH OTHERS
2012,nlb020e,loneliness_5,1,ALONE
2012,nlb020f,loneliness_6,NA,PEOPLE CAN TALK TO
2012,nlb020g,loneliness_7,NA,PEOPLE CAN TURN TO
2012,nlb020h,loneliness_8,NA,PEOPLE UNDERSTAND YOU
2012,nlb020i,loneliness_9,NA,PEOPLE FEEL CLOSE TO
2012,nlb020j,loneliness_10,NA,FEEL PART OF GROUP
2012,nlb020k,loneliness_11,NA,A LOT IN COMMON WITH FRIENDS
2014,olb019a,loneliness_1,1,LACK COMPANIONSHIP
2014,olb019b,loneliness_2,1,FEEL LEFT OUT
2014,olb019c,loneliness_3,1,FEEL ISOLATED FROM OTHERS
2014,olb019d,loneliness_4,NA,IN TUNE WITH OTHERS
2014,olb019e,loneliness_5,1,ALONE
2014,olb019f,loneliness_6,NA,PEOPLE CAN TALK TO
2014,olb019g,loneliness_7,NA,PEOPLE CAN TURN TO
2014,olb019h,loneliness_8,NA,PEOPLE UNDERSTAND YOU
2014,olb019i,loneliness_9,NA,PEOPLE FEEL CLOSE TO
2014,olb019j,loneliness_10,NA,FEEL PART OF GROUP
2014,olb019k,loneliness_11,NA,A LOT IN COMMON WITH FRIENDS
