year,old_name,new_name,reversed,note
2004,birthyr,birthyr,NA,NA
2004,birthmo,birthmo,NA,NA
2004,ja500,interview_mth,NA,NA
2004,ja501,interview_yr,NA,NA
2004,ja065,nursing_home_mth,NA,NA
2004,ja066,nursing_home_yr,NA,NA
2004,jb066_1,1st_marriage_mth,NA,NA
2004,jb067_1,1st_marriage_yr,NA,NA
2004,jb066_2,2nd_marriage_mth,NA,NA
2004,jb067_2,2nd_marriage_yr,NA,NA
2004,jb066_3,3rd_marriage_mth,NA,NA
2004,jb067_3,3rd_marriage_yr,NA,NA
2004,jb066_4,4th_marriage_mth,NA,NA
2004,jb067_4,4th_marriage_yr,NA,NA
2004,jb056,btw_wave_marriage_mth,NA,NA
2004,jb057,btw_wave_marriage_yr,NA,NA
2004,ja009,proxy_interview,NA,"1 means self interview, 2 means proxy interview with spouse as respondent, 3 is proxy interview non-spouse as respondent, 4 is proxy interview spouse is respondent but the spouses no longer living together"
2004,ja011,proxy_rating_cognitive,NA,NA
2004,ja012,interview_language,NA,"1 is English, 2 is Spanish"
2004,ja019,age_at_visit,NA,NA
2004,ja028,nursing_home,NA,NA
2004,jb002,us_born,NA,NA
2004,jb006,arrive_us_year,NA,NA
2004,jb020,childhood_ses,NA,NA
2004,jb050,religion,NA,NA
2004,jb082,religious_service,NA,NA
2004,jb053,religion_importance,NA,NA
2004,jb054,english_household,NA,NA
2004,jb065,number_marriages,NA,NA
2004,jb063,married,NA,NA
2004,gender,male,NA,NA
2004,race,race,NA,NA
2004,hispanic,hispanic,NA,NA
2004,degree,degree,NA,NA
2004,jlb009,lbgiven,NA,
2006,birthyr,birthyr,NA,NA
2006,birthmo,birthmo,NA,NA
2006,ka500,interview_mth,NA,NA
2006,ka501,interview_yr,NA,NA
2006,ka065,nursing_home_mth,NA,NA
2006,ka066,nursing_home_yr,NA,NA
2006,kb066_1,1st_marriage_mth,NA,NA
2006,kb067_1,1st_marriage_yr,NA,NA
2006,kb066_2,2nd_marriage_mth,NA,NA
2006,kb067_2,2nd_marriage_yr,NA,NA
2006,kb066_3,3rd_marriage_mth,NA,NA
2006,kb067_3,3rd_marriage_yr,NA,NA
2006,kb066_4,4th_marriage_mth,NA,NA
2006,kb067_4,4th_marriage_yr,NA,NA
2006,kb056,btw_wave_marriage_mth,NA,NA
2006,kb057,btw_wave_marriage_yr,NA,NA
2006,ka009,proxy_interview,NA,NA
2006,ka011,proxy_rating_cognitive,NA,NA
2006,ka012,interview_language,NA,NA
2006,ka019,age_at_visit,NA,NA
2006,ka028,nursing_home,NA,NA
