"","name","label"
"1","HHIDPN","HHID + PN (numeric)"
"2","BIRTHYF","HRS06: BIRTHYF-flag birth yr discrepancy"
"3","BIRTHYD","HRS06: BIRTHYD-max birth yr discrepancy"
"4","KCSR01","KCSR01:WHETHER CSR 2006(0=NO/1=YES)"
"5","KN.INHH","KN_INHH: # R's responding in hhold"
"6","KANYFINR","KANYFINR: Any FinResp in HHold (>0=yes)"
"7","KFIN.RHP","KFIN_RHP: HHIDPN of Financial Resp"
"8","KFINR01","KFINR01:WHETHER FINR 2006(0=NO/1=YES)"
"9","KNOFINR","KNOFINR: Flags HHs w/no fin data(0=some)"
"10","KANYFAMR","KANYFAMR: Any FamResp in HHold"
"11","KFAM.RHP","KFAM_RHP: HHIDPN of Family Resp"
"12","KFAMR01","KFAMR01:WHETHER FAMR 2006(0=NO/1=YES)"
"13","KNOFAMR","KNOFAMR: Flags HHs w/no fam data(0=some)"
"14","BIRTHMO","Birthdate: Month"
"15","BIRTHYR","Birthdate: Year"
"16","DEGREE","Highest Degree of Education"
"17","FIRSTIW","First Interview: Study Year"
"18","GENDER","Gender"
"19","HISPANIC","Hispanic Type"
"20","IMMGYEAR","Year Immigrated to the U.S."
"21","OVHHIDC","HRS-AHEAD Overlap: Old HRS HHID (Char6)"
"22","OVPNC","HRS-AHEAD Overlap: Old HRS PN (Char3)"
"23","OVRESULT","Overlap Case: Result Code"
"24","RACE","Race/Ethnicity"
"25","SCHLYRS","Number of Years in School"
"26","SECU","Sampling Error Computation Unit"
"27","STRATUM","Stratum ID"
"28","STUDY","Study Membership"
"29","USBORN","Born in the U.S."
"30","WTCOHORT","Birth Cohort Used for Creating Weights"
"31","MAIL99","1999 Mailout Pilot Survey Status"
"32","CAMS01","2001 CAMS Sample Status"
"33","HUMS01","2001 Human Capital Mail Survey Status"
"34","CAMS03","2003 CAMS Sample Status"
"35","DIAB03","2003 Diabetes Sample Status"
"36","CAMS05","2005 CAMS Sample Status"
"37","PDS05","2005 PDS Sample Status"
"38","ADAMS1","ADAMS1 Sample Status"
"39","INTRNT03","2003 Internet Survey Sample Status"
"40","PHYMSR04","Sample Indicator for Physical Measures"
"41","PSYSOC04","Sample Indicator for PsycSocial Qnaire"
"42","DISAB04","Sample Indicator for Disability Qnaire"
"43","NSCORE","NDI Match Score"
"44","NMONTH","NDI Month of Death"
"45","NYEAR","NDI Year of Death"
"46","APENFLAG","HRS Pension Data Flag in 1992"
"47","DNDIFLAG","NDI 1995 Alive or Deceased Flag"
"48","FPENFLAG","HRS Pension Data Flag in 1998"
"49","GNDIFLAG","NDI 2000 Alive or Decease Flag"
"50","HNDIFLAG","NDI 2002 Alive or Decease Flag"
"51","JPENFLAG","HRS Pension Data Flag in 2004"
"52","JNDIFLAG","NDI 2004 Alive or Decease Flag"
"53","KCORES","2006 Co-Residence Status"
"54","KIWLANG","2006 Interview Language"
"55","KIWMODE","2006 Interview Mode"
"56","KIWMONTH","2006 Interview Month"
"57","KIWYEAR","2006 Interview Year"
"58","KMARST","KMARST: 2004 Marital Status /from trk2004"
"59","KNURSHM","2006 Nursing Home Status"
"60","KPPN","2006 Spouse-Partner Person Number"
"61","KPROXY","2006 Proxy Type Status"
"62","KSUBHHIW","2006 Whether SUBHH Interviewed"
"63","KWGTHH","2006 Weight: Household Level"
"64","KWGTR","2006 Weight: Respondent Level"
"65","KWHY0HWT","2006 Why Zero Household Level Weight"
"66","KWHY0RWT","2006 Why Zero Respondent Level Weight"
"67","OVHHPNC","HRS-AHEAD Overlap:Old HRS HHIDPN (Char9)"
"68","OVHHID","HRS-AHEAD Overlap: Old HRS HHID (Num)"
"69","OVHHIDPN","HRS-AHEAD Overlap: Old HRS HHIDPN (Num)"
"70","OVPN","HRS-AHEAD Overlap: Old HRS PN (Num)"
"71","KPPNT",NA
"72","KPNHM","HRS 06: =1 if Sp/P in nursing home"
"73","KMARSTD","KMARSTD: derived marital status w/o partners"
"74","KMARSTF","HRS 06: KMARST Flag (discrepancies)"
"75","KMARSTA","HRS 06: Alt. KMARST (derived MARST)"
"76","KMARSTP","HRS 06: Marital Status (w/ partnered)"
"77","KPARTNR","HRS 06: =1 if R is partnered"
"78","K.CPL","HRS 06: =1 if R is partnered/married"
"79","KNHM","HRS 06: =1 if R in nursing home"
"80","KHASNEWP","HRS 06: =1 if has new spouse/partner"
"81","KPHHIDPN","HRS 06: HHIDPN of spouse/partner"
"82","KCSRF","2006 WHETHER COVERSHEET RESPONDENT"
"83","KANYCSR","KANYCSR: Any CovSheetResp in HHold"
"84","KCS.RHP","KCS_RHP: HHIDPN of CovSheet Resp"
"85","KNOCSR","KNOCSR: Flags HHs w/no cs data(0=some)"
"86","KXMOD.EH","KXMOD_EH: No data in Module E_H (fam)"
"87","KXMOD.HH","KXMOD_HH: No data in Module H_H (fin)"
"88","KXMOD.QH","KXMOD_QH: No data in Module Q_H (fin)"
"89","KXMOD.RH","KXMOD_RH: No data in Module R_H (fin)"
"90","KXMOD.AH","KXMOD_AH: No data in Module A_H (cs)"
"91","K.HHTYP","HRS06: Household type (1R or 2R)    label"
"92","KR.INHH","HRS06: # potential R in hhold"
"93","KPROXYD","HRS06: Proxy flag (derived)"
"94","KPROXYR","HRS06 Proxy: Relationship to R"
"95","KPRVIW","HRS06: Previous Interview (A-H)"
"96","KPRVIWMO","Month of Previous Interview"
"97","KPRVIWYR","Year of Previous Interview"
"98","VBIRTHYR","HRS06: prev value BIRTHYR if changed"
"99","VGENDER","HRS06: prev value GENDER if changed"
"100","HISPAN01","HRS06: Whether Hispanic (0=no,1=yes)"
"101","GEND.R","HRS06: GEND_R-best guess R gender"
"102","KGENFLAG","HRS06: KGENFLAG-flag gender discrepancy"
"103","ELIGIBLE","ELIGIBLE: Cohort Eligibility"
"104","HISPANF",NA
"105","KPN.SP","2006 SPOUSE/PARTNER PERSON NUMBER"
"106","KA500","DATE OF INTERVIEW - MONTH"
"107","KA501","DATE OF INTERVIEW - YEAR"
"108","KA061","LAST CALENDAR YR CALCULATED"
"109","KA062","TWO YEARS AGO"
"110","KA063","ELAPSED MONTHS FROM NOW TO TWO YRS AGO"
"111","KA064","NUM MO FROM PREV WAVE IW TO TWO YRS AGO"
"112","KA002","RESPONDENT AGREE TO INTERVIEW"
"113","KA009","PROXY/SELF INTERVIEW"
"114","KA010","CURRENT - WAVE PROXY"
"115","KA103","PROXY RELATIONSHIP TO R"
"116","KA011","PROXY IW COGNITIVE IMPAIRMENT RATING"
"117","KA012","SELECT LANGUAGE"
"118","KA019","R CURRENT AGE CALCULATION"
"119","KA028","R IN NURSING HOME"
"120","KA065","MONTH MOVED TO NH"
"121","KA066","YEAR MOVED TO NURS HOME"
"122","KA068M","REGION FACILITY LOCATED - MASKED"
"123","KA099","NUMBER OF RESIDENT CHILDREN"
"124","KA100","COUNT OF NONRESIDENT KIDS"
"125","KA101","COUNT OF KIDS - NOT THEIR SPOUSES"
"126","KA106","COUNT OF CONTACT KIDS"
"127","KA113","COUNT OF CHILD CHILDLAW AND GRANDCHILD"
"128","KA116","COUNT OF PARENTS"
"129","KA117","COUNT OF HOUSEHOLD MEMBERS"
"130","KVDATE","2006 DATA MODEL VERSION"
"131","KVERSION","2006 DATA RELEASE VERSION"
"132","KB084","IW MODE"
"133","KB001","INTRO-DEMOGRAPHICS"
"134","KB002","BORN IN US"
"135","KB003M","STATE BORN - MASKED"
"136","KB006","ARRIVE IN US-YEAR"
"137","KB007","ARRIVE IN US-YEARS AGO"
"138","KB008","ARRIVE IN US-AT AGE"
"139","KB009","EVER LEAVE US"
"140","KB010","RETURNED TO US-YEAR"
"141","KB011","RETURNED TO US-YEARS AGO"
"142","KB012","RETURNED TO US-AT AGE"
"143","KB013","NUMBER YEARS OUTSIDE OF US"
"144","KB085","US CITIZENSHIP"
"145","KB086","BORN US CITIZEN"
"146","KB087","YEAR BECAME US CITIZEN"
"147","KB014","R HIGHEST LEVEL OF EDUCATION"
"148","KB015","R EARN HIGH SCHOOL DIPLOMA/GED"
"149","KB016","R COLLEGE DEGREE"
"150","KB017M","R HIGHEST DEGREE - MASKED"
"151","KB019","RATE HEALTH AS CHILD"
"152","KB020","RATE FAMILY FINANCIAL SITUATION - SES"
"153","KB021","MOVE DUE TO FINANCIAL DIFFICULTY"
"154","KB022","FAMILY GET FINANCIAL HELP IN CHILDHOOD"
"155","KB023","FATHER UNEMPLOYED DURING CHILDHOOD"
"156","KB024M","FATHER USUAL OCCUPATION-MASKED"
"157","KB025","LIVE WITH GRANDPARENTS DURING CHILDHOOD"
"158","KB078","LIVE W/ MOTHER 6 MONTHS OR MORE AS ADULT"
"159","KB079","DID MOVE HELP YOU- YOUR MOTHER- OR BOTH"
"160","KB080","SIBS LIVE W/ MOTH 6 MO OR MORE AS ADULT"
"161","KB081","MOVE MADE TO HELP MOTHER-SIBLINGS-BOTH"
"162","KB026","FATHER EDUCATION- HIGHEST GRADE"
"163","KB027","MOTHER EDUCATION- HIGHEST GRADE"
"164","KB088","MOTHER WORK DURING CHILDHOOD"
"165","KB028","R HISPANIC/LATINO"
"166","KB029M1M","TYPE HISPANIC - MASKED -1"
"167","KB029M2M","TYPE HISPANIC - MASKED -2"
"168","KB029M3M","TYPE HISPANIC - MASKED -3"
"169","KB089M1M","R RACE - MULTIPLE RESPONSE -1 MASKED"
"170","KB089M2M","R RACE - MULTIPLE RESPONSE -2 MASKED"
